Nro.Región,Región,Comuna,Inscritos,Votación,Participacion_pct
8,DEL BIOBIO,LOTA,48093,23717,49.314869107770356
8,DEL BIOBIO,MULCHEN,26264,11649,44.353487663722206
8,DEL BIOBIO,NACIMIENTO,24219,10686,44.12238325281804
8,DEL BIOBIO,NEGRETE,8640,4248,49.166666666666664
8,DEL BIOBIO,NINHUE,6049,2840,46.949909075880306
8,DEL BIOBIO,PEMUCO,8064,3836,47.56944444444444
8,DEL BIOBIO,PENCO,41331,21261,51.440807142338684
8,DEL BIOBIO,PINTO,10716,5371,50.12131392310564
8,DEL BIOBIO,PORTEZUELO,5818,2845,48.899965623925745
8,DEL BIOBIO,QUILACO,4150,1920,46.265060240963855
8,DEL BIOBIO,QUILLECO,9132,3984,43.62680683311432
8,DEL BIOBIO,QUILLON,14834,6678,45.01820142914925
8,DEL BIOBIO,QUIRIHUE,10738,5229,48.696219035202084
8,DEL BIOBIO,RANQUIL,5504,2684,48.76453488372093
8,DEL BIOBIO,SAN CARLOS,46396,20824,44.883179584446935
8,DEL BIOBIO,SAN FABIAN,4633,2103,45.391754802503776
8,DEL BIOBIO,SAN IGNACIO,13950,6458,46.29390681003584
8,DEL BIOBIO,SAN NICOLAS,10618,5615,52.88189866264833
8,DEL BIOBIO,SAN PEDRO DE LA PAZ,80495,41656,51.74979812410708
8,DEL BIOBIO,SAN ROSENDO,4511,2167,48.0381290179561
8,DEL BIOBIO,SANTA BARBARA,13008,5783,44.45725707257073
8,DEL BIOBIO,SANTA JUANA,12313,5805,47.14529359213839
8,DEL BIOBIO,TALCAHUANO,133151,60944,45.770591283580295
8,DEL BIOBIO,TIRUA,8720,3985,45.69954128440367
8,DEL BIOBIO,TOME,49053,23900,48.72281002181314
8,DEL BIOBIO,TREHUACO,6098,3078,50.47556575926533
8,DEL BIOBIO,TUCAPEL,12518,5438,43.44144432017894
8,DEL BIOBIO,YUMBEL,19700,9261,47.01015228426396
8,DEL BIOBIO,YUNGAY,15687,6690,42.64677758653662
8,DEL BIOBIO,ÑIQUEN,10235,4689,45.8133854421104
9,DE LA ARAUCANIA,ANGOL,46499,21288,45.78162971246694
9,DE LA ARAUCANIA,CARAHUE,24051,10262,42.667664546172716
9,DE LA ARAUCANIA,CHOLCHOL,9938,5094,51.25779834976857
9,DE LA ARAUCANIA,COLLIPULLI,21603,9485,43.905938989955104
9,DE LA ARAUCANIA,CUNCO,19463,7566,38.87376046858141
9,DE LA ARAUCANIA,CURACAUTIN,20745,7186,34.63967221017113
9,DE LA ARAUCANIA,CURARREHUE,7952,2990,37.600603621730386
9,DE LA ARAUCANIA,ERCILLA,7940,3033,38.19899244332493
9,DE LA ARAUCANIA,FREIRE,22184,9306,41.94915254237288
9,DE LA ARAUCANIA,GALVARINO,11929,5380,45.100176041579346
9,DE LA ARAUCANIA,GORBEA,15396,6853,44.51156144453105
9,DE LA ARAUCANIA,LAUTARO,33042,14701,44.49185884631681
9,DE LA ARAUCANIA,LONCOCHE,22362,9539,42.65718629818442
9,DE LA ARAUCANIA,LONQUIMAY,11634,4455,38.29293450232078
9,DE LA ARAUCANIA,LOS SAUCES,7396,3606,48.756084369929695
9,DE LA ARAUCANIA,LUMACO,9068,4363,48.11424790471989
9,DE LA ARAUCANIA,MELIPEUCO,7290,2596,35.61042524005487
9,DE LA ARAUCANIA,NUEVA IMPERIAL,29880,13967,46.74364123159304
9,DE LA ARAUCANIA,PADRE LAS CASAS,55662,24192,43.462326183033305
9,DE LA ARAUCANIA,PERQUENCO,6379,3005,47.10769713121179
9,DE LA ARAUCANIA,PITRUFQUEN,22039,10061,45.650891601252326
9,DE LA ARAUCANIA,PUCON,25198,9961,39.53091515199619
9,DE LA ARAUCANIA,PUREN,12022,5329,44.32706704375312
9,DE LA ARAUCANIA,RENAICO,9168,4283,46.716841186736474
9,DE LA ARAUCANIA,SAAVEDRA,12801,5302,41.418639168814934
9,DE LA ARAUCANIA,TEMUCO,228212,105454,46.20878831963262
9,DE LA ARAUCANIA,TEODORO SCHMIDT,13835,6719,48.56523310444525
9,DE LA ARAUCANIA,TOLTEN,10438,4358,41.75129335121671
9,DE LA ARAUCANIA,TRAIGUEN,18582,8194,44.096437412549776
9,DE LA ARAUCANIA,VICTORIA,32115,13870,43.188541180133896
9,DE LA ARAUCANIA,VILCUN,23004,10302,44.78351591027647
9,DE LA ARAUCANIA,VILLARRICA,50205,20929,41.687082959864554
10,DE LOS LAGOS,ANCUD,37998,15484,40.749513132270124
10,DE LOS LAGOS,CALBUCO,30955,11893,38.42028751413342
10,DE LOS LAGOS,CASTRO,39467,16062,40.69729140801176
10,DE LOS LAGOS,CHAITEN,5124,1437,28.044496487119435
10,DE LOS LAGOS,CHONCHI,12354,5348,43.289622794236685
10,DE LOS LAGOS,COCHAMO,4438,1478,33.30328977016674
10,DE LOS LAGOS,CURACO DE VELEZ,3636,1371,37.70627062706271
10,DE LOS LAGOS,DALCAHUE,11537,4143,35.91054866949814
10,DE LOS LAGOS,FRESIA,12019,5881,48.93085947250187
10,DE LOS LAGOS,FRUTILLAR,15232,7519,49.363182773109244
10,DE LOS LAGOS,FUTALEUFU,3631,953,26.246213164417515
10,DE LOS LAGOS,HUALAIHUE,8119,3479,42.85010469269614
10,DE LOS LAGOS,LLANQUIHUE,15642,7592,48.53599283979031
10,DE LOS LAGOS,LOS MUERMOS,15801,7053,44.63641541674578
10,DE LOS LAGOS,MAULLIN,15154,5910,38.99960406493335
10,DE LOS LAGOS,OSORNO,140080,63938,45.64391776127927
10,DE LOS LAGOS,PALENA,2302,783,34.0139009556907
10,DE LOS LAGOS,PUERTO MONTT,174918,74569,42.63083273305206
10,DE LOS LAGOS,PUERTO OCTAY,8772,3986,45.44003647970816
10,DE LOS LAGOS,PUERTO VARAS,37759,18255,48.34608967398501
10,DE LOS LAGOS,PUQUELDON,4280,1474,34.439252336448604
10,DE LOS LAGOS,PURRANQUE,19632,9010,45.89445802770986
10,DE LOS LAGOS,PUYEHUE,11114,5549,49.928018715134066
10,DE LOS LAGOS,QUEILEN,5957,2256,37.87141178445526
10,DE LOS LAGOS,QUELLON,21481,8321,38.73655788836646
10,DE LOS LAGOS,QUEMCHI,8795,2928,33.29164297896532
10,DE LOS LAGOS,QUINCHAO,9128,2619,28.69193689745837
10,DE LOS LAGOS,RIO NEGRO,13154,6291,47.825756423901474
10,DE LOS LAGOS,SAN JUAN DE LA COSTA,7699,3739,48.56474866865827
10,DE LOS LAGOS,SAN PABLO,9721,4893,50.33432774405925
11,DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,AYSEN,21890,8795,40.178163544997716
11,DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,CHILE CHICO,6209,2061,33.193751006603314
11,DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,CISNES,4253,1764,41.476604749588525
11,DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,COCHRANE,3267,1383,42.33241505968779
11,DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,COYHAIQUE,52542,21134,40.22305964752008
11,DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,GUAITECAS,1590,576,36.22641509433962
11,DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,LAGO VERDE,1196,453,37.87625418060201
11,DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,O'HIGGINS,699,237,33.90557939914164
11,DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,RIO IBAÑEZ,2886,1464,50.72765072765073
11,DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,TORTEL,546,238,43.58974358974359
12,DE MAGALLANES Y DE LA ANTARTICA CHILENA,ANTARTICA,327,37,11.314984709480122
12,DE MAGALLANES Y DE LA ANTARTICA CHILENA,CABO DE HORNOS,1943,742,38.188368502316
12,DE MAGALLANES Y DE LA ANTARTICA CHILENA,LAGUNA BLANCA,944,313,33.15677966101695
12,DE MAGALLANES Y DE LA ANTARTICA CHILENA,NATALES,21392,7591,35.485228122662676
12,DE MAGALLANES Y DE LA ANTARTICA CHILENA,PORVENIR,6183,2043,33.04221251819505
12,DE MAGALLANES Y DE LA ANTARTICA CHILENA,PRIMAVERA,1416,289,20.40960451977401
12,DE MAGALLANES Y DE LA ANTARTICA CHILENA,PUNTA ARENAS,121321,48763,40.19337130422598
12,DE MAGALLANES Y DE LA ANTARTICA CHILENA,RIO VERDE,825,236,28.606060606060606
12,DE MAGALLANES Y DE LA ANTARTICA CHILENA,SAN GREGORIO,1072,258,24.067164179104477
12,DE MAGALLANES Y DE LA ANTARTICA CHILENA,TIMAUKEL,974,191,19.609856262833674
12,DE MAGALLANES Y DE LA ANTARTICA CHILENA,TORRES DEL PAINE,1747,558,31.940469376073267
13,METROPOLITANA DE SANTIAGO,ALHUE,5776,2203,38.140581717451525
13,METROPOLITANA DE SANTIAGO,BUIN,67229,31858,47.38728822383197
13,METROPOLITANA DE SANTIAGO,CALERA DE TANGO,21303,11810,55.438201192320335
13,METROPOLITANA DE SANTIAGO,CERRILLOS,67804,31945,47.11373960238334
13,METROPOLITANA DE SANTIAGO,CERRO NAVIA,116335,50772,43.64292775175141
13,METROPOLITANA DE SANTIAGO,COLINA,79070,37573,47.51865435689895
13,METROPOLITANA DE SANTIAGO,CONCHALI,120866,55794,46.16186520609601
13,METROPOLITANA DE SANTIAGO,CURACAVI,24246,12439,51.303307762105085
13,METROPOLITANA DE SANTIAGO,EL BOSQUE,139338,62320,44.72577473481749
13,METROPOLITANA DE SANTIAGO,EL MONTE,26123,13366,51.16563947479232
13,METROPOLITANA DE SANTIAGO,ESTACION CENTRAL,126168,55101,43.67272208483926
13,METROPOLITANA DE SANTIAGO,HUECHURABA,68039,35684,52.446391040432694
13,METROPOLITANA DE SANTIAGO,INDEPENDENCIA,78356,33945,43.32150696819644
13,METROPOLITANA DE SANTIAGO,ISLA DE MAIPO,25766,12833,49.805945820072964
13,METROPOLITANA DE SANTIAGO,LA CISTERNA,83686,41212,49.24599096623091
13,METROPOLITANA DE SANTIAGO,LA FLORIDA,301998,156158,51.708289458870595
13,METROPOLITANA DE SANTIAGO,LA GRANJA,105302,45784,43.47875633891094
13,METROPOLITANA DE SANTIAGO,LA PINTANA,137423,50714,36.90357509296115
13,METROPOLITANA DE SANTIAGO,LA REINA,89772,54664,60.89203760638061
13,METROPOLITANA DE SANTIAGO,LAMPA,49911,23479,47.04173428703092
13,METROPOLITANA DE SANTIAGO,LAS CONDES,251198,156112,62.146991616175285
13,METROPOLITANA DE SANTIAGO,LO BARNECHEA,74117,46626,62.9086444405467
13,METROPOLITANA DE SANTIAGO,LO ESPEJO,93275,39777,42.64486732779416
13,METROPOLITANA DE SANTIAGO,LO PRADO,90439,43141,47.70176583111269
13,METROPOLITANA DE SANTIAGO,MACUL,99498,51066,51.3236446963758
13,METROPOLITANA DE SANTIAGO,MAIPU,376042,192085,51.08073034395094
13,METROPOLITANA DE SANTIAGO,MARIA PINTO,10440,4869,46.63793103448276
13,METROPOLITANA DE SANTIAGO,MELIPILLA,92804,41722,44.957113917503555
13,METROPOLITANA DE SANTIAGO,PADRE HURTADO,39404,20113,51.04304131560248
13,METROPOLITANA DE SANTIAGO,PAINE,49054,23409,47.720879031271664
13,METROPOLITANA DE SANTIAGO,PEDRO AGUIRRE CERDA,95614,46720,48.863137197481535
13,METROPOLITANA DE SANTIAGO,PEÑAFLOR,68024,34074,50.09114430201106
13,METROPOLITANA DE SANTIAGO,PEÑALOLEN,185846,91593,49.28435371221334
13,METROPOLITANA DE SANTIAGO,PIRQUE,20881,10651,51.008093482112926
13,METROPOLITANA DE SANTIAGO,PROVIDENCIA,164311,89851,54.68349654009774
13,METROPOLITANA DE SANTIAGO,PUDAHUEL,163680,76018,46.4430596285435
13,METROPOLITANA DE SANTIAGO,PUENTE ALTO,382776,163377,42.68214308107091
13,METROPOLITANA DE SANTIAGO,QUILICURA,128414,60850,47.385799056177675
13,METROPOLITANA DE SANTIAGO,QUINTA NORMAL,101796,46799,45.973319187394395
13,METROPOLITANA DE SANTIAGO,RECOLETA,141758,62807,44.30578873855443
13,METROPOLITANA DE SANTIAGO,RENCA,115189,49289,42.78967609754404
13,METROPOLITANA DE SANTIAGO,SAN BERNARDO,221169,94427,42.6945005855251
13,METROPOLITANA DE SANTIAGO,SAN JOAQUIN,83527,40021,47.913848216744285
13,METROPOLITANA DE SANTIAGO,SAN JOSE DE MAIPO,14860,7344,49.421265141318976
13,METROPOLITANA DE SANTIAGO,SAN MIGUEL,99938,49529,49.55972703075907
13,METROPOLITANA DE SANTIAGO,SAN PEDRO,7846,3288,41.90670405302065
13,METROPOLITANA DE SANTIAGO,SAN RAMON,82960,37444,45.13500482160077
13,METROPOLITANA DE SANTIAGO,SANTIAGO,312750,129690,41.46762589928058
13,METROPOLITANA DE SANTIAGO,TALAGANTE,55214,29905,54.161987901619156
13,METROPOLITANA DE SANTIAGO,TILTIL,13799,6635,48.0831944343793
13,METROPOLITANA DE SANTIAGO,VITACURA,85041,58756,69.0913794522642
13,METROPOLITANA DE SANTIAGO,ÑUÑOA,185175,113044,61.047117591467526
14,DE LOS RIOS,CORRAL,5397,2573,47.674634055957014
14,DE LOS RIOS,FUTRONO,13949,6067,43.494157287260734
14,DE LOS RIOS,LA UNION,35313,16071,45.51015206864328
14,DE LOS RIOS,LAGO RANCO,8982,4064,45.24604765085727
14,DE LOS RIOS,LANCO,15702,7263,46.25525410775697
14,DE LOS RIOS,LOS LAGOS,18267,8105,44.36962829145454
14,DE LOS RIOS,MAFIL,6854,3109,45.360373504522904
14,DE LOS RIOS,MARIQUINA,17904,7901,44.12980339588919
14,DE LOS RIOS,PAILLACO,18706,8630,46.1349299689939
14,DE LOS RIOS,PANGUIPULLI,33374,13241,39.674596991670164
14,DE LOS RIOS,RIO BUENO,30164,13231,43.863545948813154
14,DE LOS RIOS,VALDIVIA,132345,65281,49.32638180513053
15,DE ARICA Y PARINACOTA,ARICA,172372,71229,41.322836655605315
15,DE ARICA Y PARINACOTA,CAMARONES,4023,1143,28.41163310961969
15,DE ARICA Y PARINACOTA,GENERAL LAGOS,2421,598,24.70053696819496
15,DE ARICA Y PARINACOTA,PUTRE,6246,1953,31.26801152737752
